TimeStamp,TDT5_VWC,TDT6_VWC
2018-12-09 12:00:00+00:00,38.605,40.176
2018-12-10 12:00:00+00:00,38.441,40.086
2018-12-11 12:00:00+00:00,38.148,39.922
2018-12-12 12:00:00+00:00,38.055,39.87
2018-12-13 12:00:00+00:00,38.151,39.899
2018-12-14 12:00:00+00:00,37.958,39.971
2018-12-15 12:00:00+00:00,38.888,40.528
2018-12-16 12:00:00+00:00,40.571,42.278
2018-12-17 12:00:00+00:00,40.438,41.809
2018-12-18 12:00:00+00:00,39.293,41.256
2018-12-19 12:00:00+00:00,40.397,41.38
2018-12-20 12:00:00+00:00,39.841,41.269
2018-12-21 12:00:00+00:00,41.627,42.768
2018-12-22 12:00:00+00:00,41.345,42.99
2018-12-23 12:00:00+00:00,41.151,42.345
2018-12-24 12:00:00+00:00,41.032,42.229
2018-12-25 12:00:00+00:00,40.174,41.416
2018-12-26 12:00:00+00:00,39.63,41.22
2018-12-27 12:00:00+00:00,39.733,40.97
2018-12-28 12:00:00+00:00,39.557,40.941
2018-12-29 12:00:00+00:00,39.527,40.741
2018-12-30 12:00:00+00:00,39.329,40.693
2018-12-31 12:00:00+00:00,39.175,40.665
